ador,ador,v,fs,HUM,1,MAN
agrad,agrad,v,fs,HUM,1,MAN
amadurec,amadurec,v,fs,HUM,1,MAN
am,am,v,fs,HUM,1,MAN
anim,anim,v,fs,HUM,1,MAN
apaixon,apaxion,v,fs,HUM,1,MAN
apeg,apeg,v,fs,HUM,1,MAN
apreci,apreci,v,fs,HUM,1,MAN
aprend,aprend,v,fs,HUM,1,MAN
aprov,aprov,v,fs,HUM,1,MAN
arrebat,arrebat,v,fs,HUM,1,MAN
arrebent,arrebent,v,fs,HUM,1,MAN
atra,atra,v,fs,HUM,1,MAN
cativ,cativ,v,fs,HUM,1,MAN
conquist,conquist,v,fs,HUM,1,MAN
curt,curt,v,fs,HUM,1,MAN
delici,delici,v,fs,HUM,1,MAN
divert,divert,v,fs,HUM,1,MAN
emocion,emocin,v,fs,HUM,1,MAN
emplac,emplac,v,fs,HUM,1,MAN
empolg,empolg,v,fs,HUM,1,MAN
encant,encant,v,fs,HUM,1,MAN
enternec,enternec,v,fs,HUM,1,MAN
entret,entret,v,fs,HUM,1,MAN
facilit,facilit,v,fs,HUM,1,MAN
fascin,fascin,v,fs,HUM,1,MAN
flu,flu,v,fs,HUM,1,MAN
gost,gost,v,fs,HUM,1,MAN
identific,identific,v,fs,HUM,1,MAN
inov,inov,v,fs,HUM,1,MAN
recomend,recomend,v,fs,HUM,1,MAN
sensibiliz,sensibiliz,v,fs,HUM,1,MAN
simpatiz,simpatiz,v,fs,HUM,1,MAN
valoriz,valoriz,v,fs,HUM,1,MAN
vibr,vibr,v,fs,HUM,1,MAN
vici,vici,v,fs,HUM,1,MAN
abandon,abandon,v,fs,HUM,-1,MAN
aborrec,aborrec,v,fs,HUM,-1,MAN
ameaç,ameaç,v,fs,HUM,-1,MAN
arrepend,arrepend,v,fs,HUM,-1,MAN
assassin,assassin,v,fs,HUM,-1,MAN
assust,assust,v,fs,HUM,-1,MAN
aterroriz,aterroriz,v,fs,HUM,-1,MAN
atorment,atorment,v,fs,HUM,-1,MAN
atrapalh,atrapalh,v,fs,HUM,-1,MAN
ca,ca,v,fs,HUM,-1,MAN
cai,cai,v,fs,HUM,-1,MAN
cans,cans,v,fs,HUM,-1,MAN
choc,choc,v,fs,HUM,-1,MAN
complic,complic,v,fs,HUM,-1,MAN
critic,critic,v,fs,HUM,-1,MAN
decepcion,,v,fs,HUM,-1,MAN
deprim,deprim,v,fs,HUM,-1,MAN
derrub,derrub,v,fs,HUM,-1,MAN
desanim,desanim,v,fs,HUM,-1,MAN
desgast,desgast,v,fs,HUM,-1,MAN
desist,,v,fs,HUM,-1,MAN
desmerec,,v,fs,HUM,-1,MAN
destorc,,v,fs,HUM,-1,MAN
detest,,v,fs,HUM,-1,MAN
dificult,,v,fs,HUM,-1,MAN
distorc,,v,fs,HUM,-1,MAN
empac,,v,fs,HUM,-1,MAN
enfraquec,,v,fs,HUM,-1,MAN
engan,,v,fs,HUM,-1,MAN
engol,,v,fs,HUM,-1,MAN
err,,v,fs,HUM,-1,MAN
estrag,,v,fs,HUM,-1,MAN
estress,estress,v,fs,HUM,-1,MAN
exager,exager,v,fs,HUM,-1,MAN
falt,falt,v,fs,HUM,-1,MAN
fer,fer,v,fs,HUM,-1,MAN
frustr,frustr,v,fs,HUM,-1,MAN
incomod,,v,fs,HUM,-1,MAN
irrit,irrit,v,fs,HUM,-1,MAN
larg,larg,v,fs,HUM,-1,MAN
limit,limit,v,fs,HUM,-1,MAN
mat,mat,v,fs,HUM,-1,MAN
neg,neg,v,fs,HUM,-1,MAN
odi,odi,v,fs,HUM,-1,MAN
pec,pec,v,fs,HUM,-1,MAN
perd,perd,v,fs,HUM,-1,MAN
prolong,prolong,v,fs,HUM,-1,MAN
protest,protest,v,fs,HUM,-1,MAN
pun,pun,v,fs,HUM,-1,MAN
revolt,revolt,v,fs,HUM,-1,MAN
